 +--------------------+
 | Program exercise13 |
 +--------------------+

 ----------------------------------------
         n        1/n**2          error
      5311       1.644746       0.000188
      5312       1.644746       0.000188
      5313       1.644746       0.000188
      5314       1.644746       0.000188
      5315       1.644746       0.000188
      5316       1.644746       0.000188
      5317       1.644746       0.000188
      5318       1.644746       0.000188
      5319       1.644746       0.000188
      5320       1.644746       0.000188
      5321       1.644746       0.000188
      5322       1.644746       0.000188
      5323       1.644746       0.000188
      5324       1.644746       0.000188
      5325       1.644746       0.000188
      5326       1.644746       0.000188
      5327       1.644746       0.000188
      5328       1.644746       0.000188
      5329       1.644746       0.000188
      5330       1.644746       0.000188
      5331       1.644747       0.000188
      5332       1.644747       0.000188
      5333       1.644747       0.000187
      5334       1.644747       0.000187
      5335       1.644747       0.000187
      5336       1.644747       0.000187
      5337       1.644747       0.000187
      5338       1.644747       0.000187
      5339       1.644747       0.000187
      5340       1.644747       0.000187
      5341       1.644747       0.000187
      5342       1.644747       0.000187
      5343       1.644747       0.000187
      5344       1.644747       0.000187
      5345       1.644747       0.000187
      5346       1.644747       0.000187
      5347       1.644747       0.000187
      5348       1.644747       0.000187
      5349       1.644747       0.000187
      5350       1.644747       0.000187
      5351       1.644747       0.000187
      5352       1.644747       0.000187
      5353       1.644747       0.000187
      5354       1.644747       0.000187
      5355       1.644747       0.000187
      5356       1.644747       0.000187
      5357       1.644747       0.000187
      5358       1.644747       0.000187
      5359       1.644747       0.000187
      5360       1.644748       0.000187
      5361       1.644748       0.000187
      5362       1.644748       0.000186
      5363       1.644748       0.000186
      5364       1.644748       0.000186
      5365       1.644748       0.000186
      5366       1.644748       0.000186
      5367       1.644748       0.000186
      5368       1.644748       0.000186
      5369       1.644748       0.000186
      5370       1.644748       0.000186
      5371       1.644748       0.000186
      5372       1.644748       0.000186
      5373       1.644748       0.000186
      5374       1.644748       0.000186
      5375       1.644748       0.000186
      5376       1.644748       0.000186
      5377       1.644748       0.000186
      5378       1.644748       0.000186
      5379       1.644748       0.000186
      5380       1.644748       0.000186
      5381       1.644748       0.000186
      5382       1.644748       0.000186
      5383       1.644748       0.000186
      5384       1.644748       0.000186
      5385       1.644748       0.000186
      5386       1.644748       0.000186
      5387       1.644748       0.000186
      5388       1.644748       0.000186
      5389       1.644749       0.000186
      5390       1.644749       0.000186
      5391       1.644749       0.000185
      5392       1.644749       0.000185
      5393       1.644749       0.000185
      5394       1.644749       0.000185
      5395       1.644749       0.000185
      5396       1.644749       0.000185
      5397       1.644749       0.000185
      5398       1.644749       0.000185
      5399       1.644749       0.000185
      5400       1.644749       0.000185
      5401       1.644749       0.000185
      5402       1.644749       0.000185
      5403       1.644749       0.000185
      5404       1.644749       0.000185
      5405       1.644749       0.000185
      5406       1.644749       0.000185
      5407       1.644749       0.000185
      5408       1.644749       0.000185
      5409       1.644749       0.000185
      5410       1.644749       0.000185
      5411       1.644749       0.000185
      5412       1.644749       0.000185
